Income,Housing cost,Transportation cost,Healthcare Expense,Food and Dining,Personal Expenses,Financial aid,Credit History,Savings,Academic Performance
f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,outcome,class
12041,301,4368,632,1606,16223,1,180,2760,1,157004,0
4613,593,2388,728,2489,18496,1,1859,862,1,149724,0
947,2553,4833,1184,2495,7115,1,2700,83,1,89890,0
3364,2775,2052,2183,2745,5865,1,1062,897,1,77744,0
14548,1679,746,3109,1358,5032,1,3123,2888,1,104836,0
14559,1773,228,841,686,9369,1,1150,1838,1,106488,0
2708,1007,1380,1166,2525,10283,1,1238,1648,1,95916,0
5095,1931,3812,1971,2909,9078,1,1053,1887,1,109240,0
1575,1593,1580,3974,1533,15981,1,359,1118,1,133422,0
2047,972,3718,4890,2216,8259,1,1796,2887,1,113198,0
10942,2525,1879,4606,2395,18326,1,1513,212,1,174530,1
3974,931,3899,2572,1485,11497,1,525,2935,1,121496,0
1752,2300,4186,3213,2257,13542,1,970,2783,1,138488,0
9747,1114,3241,4437,2167,9300,1,3292,769,1,128822,0
12066,1406,142,1744,1362,14481,1,2820,1360,1,140828,0
4404,2849,1971,997,1597,19123,1,2322,2623,1,164100,0
13637,1279,3936,866,2130,13498,1,110,1671,1,141422,0
13530,2768,3100,2762,2079,6770,1,910,1413,1,110124,0
3794,2419,3469,4969,825,7792,1,1324,2493,1,109858,0
13808,2420,2607,3310,1908,11533,1,434,329,1,132200,0
1312,1937,597,2457,1834,10299,1,2194,2388,1,102514,0
4760,483,722,2139,1270,3769,1,2839,2129,1,66966,0
13755,2401,2852,4931,1461,8079,1,1957,2532,1,132806,0
1544,1058,2295,3297,1701,18062,1,2577,615,1,152124,0
11738,1629,4404,4670,2655,16114,1,2995,984,1,180950,1
1510,1383,2346,2324,1408,12442,1,3420,64,1,115880,0
3176,821,4198,3674,356,17092,1,1120,2912,1,158884,0
3261,2827,2859,4335,2689,17687,1,3110,199,1,165698,0
10777,828,3644,2806,508,8882,1,2702,1245,1,119116,0
7268,605,4559,702,1063,7137,1,271,308,1,84064,0
4532,1127,3838,2632,798,9498,1,1545,1886,1,109516,0
4533,1379,4264,545,722,14241,1,736,2389,1,130460,0
6018,1715,1540,790,1902,13782,1,2158,985,1,123864,0
11453,479,694,3345,792,19830,1,154,135,1,161750,0
4949,1083,1072,1217,2985,6109,1,2713,2446,1,84490,0
5220,2227,4468,3929,807,14320,1,2361,58,1,145702,0
13169,1229,845,4343,2176,13749,1,801,2384,1,149144,0
12668,1372,4316,3120,363,3417,1,634,164,1,82254,0
6240,1789,2447,3048,2801,14524,1,1689,2193,1,146322,0
14788,2015,4845,2660,2343,16917,1,2113,68,1,178548,1
3669,1752,764,1072,1840,18747,1,2656,2998,1,156974,0
10076,2765,4814,2416,985,13163,1,252,1893,1,144140,0
10113,2218,244,1700,785,15588,1,725,663,1,133098,0
12295,2409,682,3435,308,10663,1,666,2757,1,124172,0
8550,221,1771,2445,1767,7928,1,969,2047,1,97582,0
1033,506,2797,3619,2487,5385,1,3868,586,1,83852,0
3505,2682,3223,642,1464,10113,1,3640,1937,1,113758,0
7206,1931,4272,2136,1320,10271,1,3742,895,1,126730,0
13003,921,3880,1760,949,14629,1,1746,1900,1,154674,0
9129,1465,4771,3591,2234,11438,1,3883,307,1,144502,0
5360,373,3314,603,2986,10898,1,3871,1574,1,120284,0
2778,2753,750,4022,633,10155,1,3513,2671,1,117092,0
6547,2551,1845,2470,2617,2309,1,504,1480,1,62490,0
14930,1908,1577,1733,1450,19210,1,3765,1093,1,184518,1
237,1344,4216,3335,1779,5039,1,1158,2065,1,80060,0
9578,1925,2411,3406,1643,3289,1,2634,510,1,81880,0
2597,1867,3530,4152,1349,2103,1,3218,2798,1,79046,0
5171,1699,2737,2136,674,7698,1,943,2200,1,93350,0
2300,2586,2185,4457,1026,17862,1,3845,2246,1,169938,0
14469,2878,2028,4388,2839,6487,1,2731,576,1,118196,0
10886,1257,4667,2320,2378,12947,1,2134,2885,1,154758,0
1338,832,2610,1354,1812,2536,1,1508,651,1,47682,0
12669,2913,733,4859,323,3839,1,3784,510,1,94398,0
10906,1082,3985,2676,1030,17542,1,3639,1889,1,180054,1
4255,205,4053,3727,687,8342,1,3086,637,1,106368,0
6787,1020,931,3320,712,7084,1,2186,2335,1,94640,0
14572,2670,2754,3495,2126,9331,1,2503,767,1,132808,0
1524,582,519,850,1569,19338,1,1605,646,1,137868,0
3808,2265,4913,527,2197,5755,1,1597,2519,1,89304,0
4342,2568,3971,3446,2050,7506,1,3208,481,1,107390,0
13575,2171,1109,1272,325,11525,1,1911,733,1,121402,0
8191,1552,2187,2169,478,16757,1,337,1070,1,144046,0
12850,229,3200,4463,428,15926,1,2531,948,1,167148,0
2425,1846,1914,1376,2769,8855,1,1822,147,1,88256,0
1648,834,2492,2146,2806,8232,1,1471,215,1,85274,0
10702,2205,3671,2992,2623,15056,1,3464,561,1,164158,0
8893,597,4978,3306,1089,15620,1,3357,1476,1,167356,0
10841,2624,3015,1127,1375,12012,1,1414,2614,1,134442,0
528,2797,3575,3337,2472,13074,1,2400,2687,1,138044,0
5581,276,2934,881,1494,11162,1,1087,414,1,102948,0
5164,301,1416,1932,2065,16098,1,619,1177,1,132234,0
2970,317,4669,4163,2171,7285,1,1903,619,1,100052,0
12652,2211,3319,794,1943,18031,1,1356,1649,1,170280,0
13603,2441,4596,1823,1091,2086,1,2507,1114,1,86956,0
6021,997,3093,651,1446,15625,1,2246,2151,1,143252,0
11768,1378,3005,2320,2958,9244,1,3958,2572,1,135102,0
410,2967,2290,4638,2276,7189,1,3267,586,1,97574,0
11051,2361,806,2067,2092,10580,1,1299,1257,1,116214,0
12611,2662,4495,4045,1580,5003,1,1084,640,1,104790,0
11425,2063,4829,3317,316,16439,1,3915,47,1,174684,1
3181,1738,1228,3919,1151,3743,1,3490,2383,1,78688,0
12297,2955,1344,787,616,13534,1,760,1428,1,130226,0
5614,1076,4218,1513,752,11328,1,3533,2047,1,128106,0
4655,691,3056,585,1337,11342,1,1125,1491,1,106456,0
1391,1430,2661,4208,2447,13851,1,613,2046,1,131764,0
1241,1292,2916,4486,1264,16193,1,2652,1363,1,150430,0
11526,1133,1645,883,2156,13753,1,3271,709,1,138190,0
8296,893,3733,4511,2202,4199,1,2666,1690,1,98386,0
2208,399,1401,2846,709,10301,1,3776,1403,1,106152,0
13544,2202,2964,2377,2709,10981,1,3387,1510,1,143758,0
5913,2875,849,4803,2002,8581,1,3135,2178,1,116936,0
10507,1428,1229,1933,960,9136,1,2420,48,1,103136,0
11366,2842,2530,2786,2722,12689,1,3499,1056,1,149488,0
10784,2331,2164,3747,576,10311,1,2753,2918,1,135586,0
4687,1393,3801,1238,2208,3338,1,2405,2763,1,77442,0
5144,1839,3311,2552,2763,2582,1,103,439,1,60614,0
3275,2278,1268,1732,787,4061,1,1141,46,1,53804,0
8997,263,2645,2877,723,7204,1,2731,2537,1,106360,0
1196,2749,3777,619,1470,8963,1,2885,1538,1,99894,0
11838,751,1656,2687,601,16743,1,2622,866,1,158172,0
7794,772,2744,3637,2013,14620,1,1537,2220,1,149440,0
14342,1636,346,2255,510,11624,1,3113,1738,1,132538,0
5666,2116,4503,1122,1060,7519,1,1206,1898,1,97724,0
5269,766,4433,1860,2593,10661,1,2060,2207,1,123472,0
2925,731,2787,3569,1195,7061,1,2075,115,1,86262,0
6306,1273,1084,1914,2536,12429,1,2161,2315,1,124710,0
5737,2947,1411,3554,1355,9978,1,679,464,1,104388,0
6286,1958,4747,2237,1604,13921,1,1357,1436,1,142340,0
12512,2843,3335,1047,2343,5643,1,823,1686,1,96828,0
2393,1628,1268,1644,407,17431,1,124,2001,1,133600,0
14558,2127,322,4353,1723,4815,1,1683,766,1,94212,0
5739,1515,286,1334,676,19685,1,1471,2902,1,157952,0
8420,2828,70,4283,1791,17104,1,2208,812,1,158204,0
520,1078,1637,1225,2469,14033,1,273,2194,1,113658,0
5859,1981,3297,3891,2972,15911,1,2331,2513,1,165228,0
4392,2172,3253,1099,1927,18040,1,2732,2882,1,165096,0
4034,2048,796,4790,2332,11833,1,2883,1807,1,128940,0
653,1673,3213,1299,603,8793,1,3714,984,1,95466,0
8715,2657,2754,882,2134,9940,1,3198,851,1,117402,0
2587,1182,1972,2313,1590,5024,1,1607,863,1,67892,0
2511,1558,3218,2729,2918,14806,1,1194,1425,1,137084,0
1537,1847,301,2178,570,4843,1,2197,412,1,57328,0
13853,2468,4723,4880,1160,6325,1,218,490,1,114166,0
12269,2328,3209,3608,1618,6282,1,3211,1507,1,116272,0
13601,239,595,3356,1913,14814,1,2342,2703,1,156384,0
10372,2219,1369,2605,1234,12690,1,318,884,1,124504,0
7955,1108,3837,4891,1774,6782,1,801,2919,1,112168,0
3825,984,150,851,2504,7822,1,2429,63,1,75540,0
8203,374,1653,4003,1591,5740,1,2833,1771,1,95826,0
11319,896,2759,3653,2732,17647,1,341,1241,1,167762,0
7572,2140,943,3258,912,11544,1,2462,2818,1,128446,0
4229,2320,2637,1224,2474,11070,1,3289,2428,1,122788,0
1087,2007,3080,3316,2029,14886,1,3353,2467,1,148436,0
8488,852,2833,1111,1621,11601,1,775,292,1,111582,0
2326,833,2252,667,948,18750,1,1855,2644,1,150396,0
3864,224,4335,1480,1809,5837,1,3216,2559,1,93186,0
11495,1259,975,575,510,10680,1,3925,742,1,115486,0
7965,2766,1878,2968,2144,6820,1,3572,892,1,103920,0
7799,1971,4092,3313,1689,8818,1,782,1037,1,112732,0
10093,1314,4763,1735,1086,11207,1,3931,616,1,136418,0
6105,1417,4337,845,2454,19348,1,193,689,1,160306,0
5263,1176,3345,4743,2575,5217,1,2887,238,1,94192,0
6389,2309,1949,2991,909,5776,1,2434,2890,1,94936,0
3696,1254,2515,1606,2931,17854,1,1901,2272,1,156072,0
6308,2295,136,3655,1374,17950,1,2937,717,1,157444,0
1958,766,906,690,1868,11599,1,1895,927,1,96460,0
13032,882,2460,1198,881,3134,1,1761,1444,1,75856,0
10831,2122,1689,2521,1254,18688,1,2489,1510,1,173388,1
6670,1908,2910,3450,1183,2008,1,617,2011,1,67532,0
1978,1329,4900,1005,1824,11663,1,551,390,1,107634,0
11250,994,382,4811,2757,14568,1,561,1476,1,146340,0
2911,1689,3054,2581,2415,19789,1,2049,1802,1,170718,0
13864,2679,2498,3568,1210,2964,1,2676,1735,1,95208,0
13586,2066,1564,3919,1197,19990,1,3243,986,1,192496,1
1033,2119,4254,694,2858,5496,1,2273,1369,1,79366,0
14320,1978,3631,2523,2440,10620,1,3326,103,1,139538,0
2490,738,4612,2622,394,17148,1,1264,1762,1,151182,0
10263,2230,4629,4881,1931,17000,1,932,1740,1,179586,1
10873,1960,1733,863,1659,14273,1,1673,2477,1,141616,0
3473,2205,2060,658,2790,15239,1,1218,871,1,127608,0
6329,1333,2455,3698,2324,17202,1,229,1066,1,152986,0
2883,2910,1631,3392,1901,12046,1,938,918,1,115190,0
11721,1998,818,2335,998,11773,1,2533,1182,1,127554,0
1047,422,4236,3704,2368,4957,1,331,550,1,72710,0
8615,2410,1918,2683,2435,10728,1,3521,2987,1,135734,0
12974,2475,2132,4223,2231,18560,1,1800,648,1,181942,1
961,1272,3793,2965,1099,10364,1,2375,2338,1,114742,0
6066,2239,3947,857,1056,15023,1,992,2546,1,142238,0
14821,1870,77,3679,791,3751,1,3535,776,1,89748,0
6452,1331,1615,2001,887,12100,1,3709,2682,1,129978,0
8169,946,758,2221,2739,5279,1,1201,771,1,75196,0
5149,2698,4835,1262,1362,8861,1,942,1738,1,106702,0
2830,947,4081,3649,1773,18381,1,495,2935,1,166036,0
6642,1063,2148,1291,2365,10463,1,2047,2592,1,115240,0
4695,976,4984,745,1948,16808,1,2497,2731,1,159924,0
8729,1541,2688,2292,1798,16805,1,1887,887,1,155992,0
4531,869,3890,1860,375,13883,1,2609,1145,1,132874,0
4456,2116,3668,1519,1892,11492,1,3827,2548,1,132138,0
12299,2585,1428,1339,1335,13446,1,1912,2196,1,140624,0
5362,367,2729,4186,2012,10202,1,2452,541,1,116336,0
11057,204,4524,1450,1849,18189,1,3561,2056,1,181728,1
9125,1562,2227,3905,877,17213,1,3840,2497,1,176292,1
9493,973,1917,4328,925,9373,1,2522,272,1,115186,0
13269,685,2374,938,1594,7793,1,2983,2157,1,111672,0
1065,724,4654,3347,1473,2474,1,1690,1674,1,66838,0
13741,1652,2390,2273,1091,15642,1,2185,1488,1,160174,0
204,1868,1497,2922,2999,18568,1,3768,1893,1,161880,0
7448,1594,3401,4870,580,2835,1,2684,1495,1,86064,0
14525,1201,4941,4422,2256,15357,1,3250,2954,1,190384,1
6317,660,3722,2554,2428,7167,1,3307,1188,1,104906,0
12848,2128,2991,3376,786,8724,1,2064,2826,1,128906,0
3481,2239,1380,2952,1395,9908,1,2866,903,1,106092,0
13133,2474,2196,3905,466,11092,1,3345,113,1,136944,0
12484,2746,3970,563,2978,10083,1,1994,880,1,126552,0
1670,2639,2541,1433,1319,9399,1,1107,456,1,89808,0
9694,2801,744,4280,812,4356,1,893,1989,1,84384,0
4342,1208,4245,3392,1854,14939,1,1619,2815,1,152736,0
4174,551,3659,3385,1004,3477,1,3920,2774,1,87282,0
11808,2033,3208,4952,707,7601,1,1710,2543,1,124364,0
2300,428,1040,3127,578,5882,1,3722,2149,1,82066,0
14705,1719,3745,4389,820,16139,1,2476,2090,1,182132,1
10596,1820,163,4727,2733,15666,1,2339,2843,1,164592,0
5270,821,210,2416,2477,4663,1,324,50,1,57124,0
2616,1149,4915,1139,2137,13130,1,1108,1441,1,125006,0
14869,2690,447,2406,2124,8169,1,3136,1427,1,118054,0
3770,2169,4024,4847,2722,9716,1,3012,2385,1,132700,0
11744,428,4617,2633,2444,18605,1,853,2080,1,181604,1
7388,2878,4993,4738,1320,13802,1,544,506,1,149118,0
9556,2852,1419,4892,2925,3545,1,1389,2273,1,91838,0
11515,1147,1381,2603,2630,4926,1,3319,1889,1,96918,0
7674,2436,4791,2298,1623,11772,1,878,1710,1,132816,0
11980,2897,3694,1180,1567,11030,1,376,1795,1,127258,0
7030,2142,2419,4465,2805,16769,1,2752,1714,1,169978,0
8016,2048,3611,1381,2762,8536,1,2319,2850,1,117522,0
12096,2527,774,1981,527,3961,1,1128,1115,1,74068,0
3629,2494,2444,2073,686,13912,1,2544,1299,1,130540,0
10783,585,173,2858,2830,5572,1,1121,2004,1,86462,0
6965,358,4373,2133,1459,14009,1,1190,250,1,133412,0
11861,1737,2850,3829,2800,4794,1,3581,310,1,103850,0
1384,418,1901,4851,699,4124,1,3296,1249,1,74944,0
7434,629,296,610,1200,14230,1,459,1040,1,113536,0
10941,275,3117,1785,2802,3780,1,3172,2568,1,93294,0
13541,676,3647,1686,2248,9238,1,3018,2519,1,131848,0
1791,1403,1796,2057,2194,6192,1,3586,491,1,79658,0
963,2973,4799,2094,1744,4497,1,1185,723,1,73556,0
14818,2187,4596,818,2636,8149,1,2765,874,1,124398,0
14761,1147,2725,3265,409,8021,1,1326,1951,1,117838,0
4899,2317,3355,1949,489,6742,1,3635,1024,1,95724,0
7748,2623,1882,4556,1768,15993,1,196,2535,1,156922,0
6761,1571,2377,1806,1696,10491,1,1211,2774,1,115684,0
5820,2661,3571,1318,2316,8389,1,607,1831,1,101246,0
5563,2759,3039,3454,794,14956,1,192,141,1,135282,0
3425,2671,4173,3708,2629,11069,1,1646,766,1,125046,0
14381,2999,1652,4424,2242,7021,1,1702,1628,1,119004,0
14155,1556,3319,3530,1660,5172,1,1188,789,1,101088,0
4809,2920,1967,714,1329,15323,1,3012,685,1,135576,0
10543,2629,258,3684,2159,6004,1,1663,2396,1,98700,0
8547,477,636,547,857,10296,1,803,1151,1,94096,0
4679,1198,2985,2269,2553,10801,1,1659,291,1,110492,0
14007,1588,4119,889,768,19929,1,1862,44,1,179966,1
760,1909,514,2862,384,17240,1,863,2143,1,135084,0
5955,2622,1332,925,1279,18915,1,586,104,1,145000,0
14559,665,184,2966,1631,6062,1,2870,90,1,94532,0
7099,1835,3445,2903,2517,18112,1,2542,2981,1,179068,1
11444,2019,4880,2309,1624,4462,1,464,1395,1,93148,0
2310,2171,1294,1435,586,15121,1,326,1701,1,119894,0
3251,633,3751,3044,825,3518,1,430,74,1,59732,0
3496,1002,2846,4530,1935,17291,1,1190,2018,1,158958,0
9206,722,4313,3314,2307,4355,1,1917,838,1,92138,0
5798,902,709,3201,599,13192,1,241,1474,1,116260,0
11374,1649,481,1312,2981,19901,1,1552,907,1,168432,0
13235,2001,1888,3214,2301,6881,1,2402,1166,1,111050,0
1396,2701,896,4031,647,16797,1,1244,1481,1,140888,0
7705,1848,1757,4864,2764,9150,1,1977,1921,1,121620,0
11941,1335,4018,4487,1069,7360,1,274,532,1,110104,0
6703,2409,3770,2878,994,4463,1,2517,1926,1,91364,0
12587,498,1262,2436,503,4364,1,2370,1357,1,83070,0
10416,1610,3677,769,480,9918,1,1338,1039,1,111822,0
7789,845,126,2674,2638,17805,1,2078,2554,1,159112,0
1259,1838,4255,4798,2531,7766,1,2940,1289,1,110990,0
3980,2797,3726,4453,1613,9419,1,2657,769,1,119724,0
2047,1070,1650,2544,339,5555,1,3235,957,1,73796,0
3909,1820,1874,3778,2289,10940,1,933,2101,1,116430,0
8616,2581,4746,1672,971,9397,1,3580,1419,1,126396,0
12934,2375,1977,4580,2613,9811,1,3772,1446,1,141820,0
5302,2886,4608,992,1261,3188,1,2004,220,1,69332,0
1477,1902,1233,1716,2103,16528,1,2977,41,1,134010,0
4643,471,2835,927,2702,14406,1,1411,2207,1,131598,0
12083,2268,4796,3962,2979,9660,1,3012,1482,1,145638,0
7920,1804,2362,912,2328,17887,1,351,144,1,146512,0
8857,356,291,4565,1658,3333,1,3107,1735,1,80542,0
4795,678,2215,4994,1197,19967,1,1482,1270,1,172996,1
11218,879,3196,2135,2516,4967,1,724,1845,1,90638,0
5552,2860,676,1144,2977,11458,1,600,1582,1,107544,0
8322,2211,4794,4836,1123,9691,1,3211,2775,1,143932,0
2879,1362,2609,3230,963,2507,1,2528,2282,1,68056,0
2186,2861,4715,4029,1702,12199,1,759,1221,1,129598,0
2978,252,4530,4330,2990,19267,1,2305,2895,1,184292,1
6807,951,1772,1073,428,18562,1,3269,1386,1,157754,0
9136,1660,3382,2545,948,19063,1,3334,1062,1,179168,1
11603,708,2585,502,1736,5205,1,2661,1183,1,87058,0
5210,1105,2664,3502,319,3759,1,3409,2753,1,85144,0
1942,206,974,1989,2171,6306,1,798,2705,1,72348,0
6488,1388,1508,1108,2716,11942,1,1079,53,1,107838,0
8606,861,3896,4517,2226,16157,1,1677,2283,1,169830,0
11596,1469,3613,987,2963,18823,1,3245,1283,1,181516,1
11338,1208,577,549,1212,12705,1,2818,2035,1,127672,0
13539,1392,718,732,1164,11417,1,1075,1242,1,115770,0
9350,483,4649,3791,2848,12623,1,3632,2959,1,161234,0
2490,1259,2501,2273,1162,8855,1,1458,361,1,89334,0
11180,2888,142,2252,1070,17538,1,1106,1284,1,154650,0
11143,2860,1646,600,658,5823,1,1612,581,1,82026,0
2595,676,1396,1442,564,19962,1,3429,210,1,153360,0
14952,1774,141,4633,2765,8818,1,583,2590,1,123688,0
11683,2794,4656,4440,1956,10080,1,3609,1757,1,151204,0
14527,1783,3100,4879,2563,15579,1,806,2814,1,177626,1
9054,2140,4655,4934,2024,7928,1,2801,37,1,123722,0
9835,807,3045,3540,2447,9210,1,2630,1729,1,125224,0
13247,2577,3002,1348,2275,3904,1,3849,855,1,95848,0
980,1663,4546,1405,1557,14278,1,2260,1171,1,131606,0
3875,2979,2131,4899,424,8801,1,2186,2048,1,112428,0
5164,1978,4921,3103,1999,8746,1,567,347,1,106520,0
7524,1397,4196,2872,1641,4544,1,913,583,1,82654,0
5194,1782,3365,3955,2961,8554,1,1609,1631,1,113448,0
10091,790,320,4490,1683,3258,1,2586,1566,1,80534,0
8546,784,178,4511,2601,9786,1,416,360,1,104448,0
8450,2211,2921,1798,1004,14999,1,997,2400,1,145798,0
347,2179,4274,1175,984,16832,1,238,461,1,132614,0
9804,1090,2952,3745,2988,10252,1,279,2407,1,126818,0
14012,1290,2903,4621,2693,19452,1,1948,344,1,191976,1
3809,1965,2749,3037,2380,15776,1,3014,40,1,146334,0
7921,1467,2661,2866,2183,11657,1,3532,589,1,131686,0
3543,2368,2469,602,424,14098,1,1771,333,1,117968,0
1917,2325,2623,4788,2437,9897,1,448,332,1,105514,0
9542,2739,1446,847,1172,2757,1,2767,1528,1,69810,0
2786,2061,2398,4840,2352,18500,1,631,1793,1,164056,0
5927,271,2537,3611,2123,15939,1,3218,2112,1,158198,0
14632,2735,3327,1271,404,16180,1,3025,106,1,163548,0
6306,2703,1520,1843,2570,15826,1,323,1445,1,138648,0
9083,2803,2500,1891,1290,13488,1,1930,1881,1,140098,0
3666,1837,710,3751,1357,15605,1,239,124,1,126656,0
2088,1278,2400,4682,2601,18665,1,3346,761,1,168690,0
13241,1683,2623,1572,1396,4153,1,1309,852,1,82992,0
3733,1324,2046,1400,1873,9238,1,1989,1009,1,95074,0
13872,335,609,4322,1905,6754,1,3938,700,1,111034,0
7979,1829,4492,4801,1684,14941,1,3111,2507,1,172284,0
5426,1782,2970,1090,1962,19996,1,2324,1973,1,171754,0
640,398,4558,3415,2279,11877,1,429,925,1,115214,0
7330,2895,676,904,316,11208,1,145,1046,1,99424,0
12749,2460,4036,4745,1617,3302,1,3730,2779,1,114634,0
4954,1070,509,3296,2175,10517,1,2132,2580,1,113578,0
6880,2653,3560,2719,588,5203,1,1022,2286,1,89818,0
2707,1935,550,2830,1073,18341,1,1266,939,1,143826,0
14344,1018,4419,4772,1484,9438,1,2630,260,1,138654,0
2991,2649,3548,2800,836,3216,1,2886,1524,1,75290,0
4146,232,860,3591,1841,5714,1,3458,834,1,81704,0
12038,2438,4977,694,712,12151,1,953,249,1,130784,0
10637,244,1054,1771,1125,2752,1,873,2866,1,66790,0
11857,2168,3650,2222,1460,19671,1,1913,2210,1,188986,1
13291,365,4172,2398,300,18281,1,111,756,1,167356,0
10996,2528,1927,4098,1550,7505,1,2635,987,1,113776,0
2914,1544,4445,1464,2677,7383,1,1130,2922,1,98422,0
2057,1560,1656,1836,2605,6490,1,3897,425,1,82650,0
13466,2421,2603,4077,1698,5722,1,167,1409,1,102536,0
13224,1940,1824,2102,2123,4143,1,493,2879,1,88634,0
1866,944,4380,4589,1514,6100,1,1473,459,1,88862,0
5784,1281,2510,723,1948,11760,1,806,1288,1,109904,0
14795,2706,4768,1579,406,5337,1,2595,2170,1,112294,0
6535,939,896,517,957,7366,1,2428,1437,1,82180,0
2481,804,578,827,401,10632,1,3370,1294,1,95450,0
3936,2142,2057,620,1750,11108,1,3063,186,1,106018,0
8727,2595,3349,2769,1103,13993,1,713,930,1,139862,0
5687,1882,3527,1763,2724,10422,1,209,2523,1,115216,0
2087,2920,2501,2168,2555,15283,1,2427,67,1,135484,0
4146,2910,1147,1570,2572,12829,1,660,2926,1,121452,0
2798,827,4591,4021,2347,7839,1,872,451,1,98728,0
1349,2038,2139,2321,1916,13777,1,3033,645,1,125830,0
680,1429,3300,2072,2828,7660,1,1321,2186,1,91360,0
13503,2999,3262,4939,1264,17832,1,3316,989,1,192558,1
12504,1361,2740,2833,2396,8572,1,637,2847,1,120192,0
14913,1765,2199,2248,2544,10379,1,2870,464,1,131852,0
1421,2628,1925,2584,2675,2323,1,2225,2529,1,64448,0
3757,1353,959,1183,1625,13792,1,3208,1111,1,122076,0
9590,2856,3834,1717,1514,19205,1,3009,2110,1,185840,1
554,654,2216,1459,2741,6546,1,2899,491,1,75444,0
4451,1499,3743,1588,2867,4085,1,1410,498,1,71110,0
1132,235,231,2547,828,10457,1,2673,2460,1,98786,0
3288,973,2667,1649,2564,7405,1,426,46,1,77242,0
1709,2312,3250,1078,2836,9270,1,2809,372,1,99380,0
85,375,3323,1189,1499,18561,1,3438,941,1,150858,0
11030,1997,3659,2787,1622,11534,1,433,951,1,129832,0
10594,2401,2690,2362,1698,9683,1,742,1090,1,115030,0
1389,2073,3078,4664,2838,4026,1,129,1018,1,72322,0
2613,2369,1046,1775,2234,10123,1,1285,66,1,91868,0
1202,1561,1821,1203,2414,17374,1,3024,554,1,141016,0
772,2591,4599,791,1496,11047,1,2610,715,1,110870,0
3744,1502,557,4143,336,6749,1,975,1137,1,78916,0
2775,1730,4117,3189,896,8254,1,2568,632,1,102360,0
6867,2039,3010,3429,335,12949,1,3739,1702,1,143706,0
12153,1626,3074,1753,2686,4386,1,2207,400,1,88992,0
585,1517,165,3613,2345,17782,1,655,1554,1,139544,0
9229,501,729,3357,1434,4290,1,1623,2281,1,80038,0
9623,1509,877,2108,2726,11701,1,3602,2148,1,132872,0
4644,2393,1746,613,1793,5371,1,3624,1405,1,79448,0
1696,1118,2935,4940,2061,6150,1,1561,1713,1,91256,0
6783,235,2840,4375,2072,11995,1,3802,2199,1,143024,0
13706,2101,4266,3783,1736,9849,1,3112,293,1,140006,0
10867,1787,4581,3131,817,7382,1,1168,1942,1,114532,0
4337,359,890,4461,544,18899,1,416,842,1,150320,0
4122,1208,1992,1507,866,12213,1,3189,2137,1,120980,0
11189,815,719,2871,679,6041,1,2887,762,1,90578,0
6452,858,4260,3198,997,5488,1,839,2504,1,92756,0
4733,1001,2149,2688,606,2316,1,1414,1706,1,58414,0
7545,1912,1462,3967,2796,15876,1,3978,206,1,158224,0
271,1897,1286,3646,2230,7583,1,3620,116,1,88976,0
7414,2359,715,1683,2338,8239,1,3410,2444,1,106674,0
6351,1737,856,2692,1001,12645,1,1901,2079,1,124170,0
12293,1743,2592,2101,1077,8664,1,1686,2636,1,118280,0
10101,493,4555,2755,447,18982,1,1232,2024,1,178248,1
9734,1539,2551,2906,1233,14252,1,1959,53,1,140410,0
9127,972,1066,4910,2208,17975,1,3919,1644,1,178630,1
